odbid,start_date,max_seats,max_arr
2871,2009-03-01,6,2520
2872,2009-04-01,9,3780
2881,2009-03-01,80,17904
2882,2009-03-01,30,12600
2883,2009-03-01,20,8400
2891,2009-03-01,225,97200
2896,2009-04-01,19,9747
2901,2009-04-01,18,7560
2906,2009-04-01,20,9961.05
2916,2009-04-01,10,3685.5
2917,2009-04-01,50,17850
2921,2009-04-01,9,4860
2926,2009-04-01,50,24165
2931,2009-04-01,12,4980
2936,2009-04-01,21,7320
2941,2009-04-01,10,3900
2942,2009-04-01,62,30076.2
2946,2009-04-01,525,156588.8
2951,2009-04-01,25,2500
2952,2009-04-01,30,9187.5
2956,2009-04-01,10,5400
2961,2009-04-01,89,32539.5
2966,2009-04-01,25,9450
2971,2009-04-01,14,7560
2976,2009-04-01,9,3780
2981,2009-04-01,12,5040
2982,2009-04-01,50,18900
2983,2009-04-01,750,174e3
2986,2009-04-01,25,7950
2991,2009-04-01,25,2499.99
2996,2009-04-01,20,10800
3004,2009-04-01,1150,431388
3020,2009-05-01,25,2500
3030,2009-05-01,2,540
3034,2009-05-01,175,77222
3049,2009-04-01,11,4504.5
3054,2009-05-01,20,8400
3055,2009-05-01,39,18642
3060,2009-05-01,20,8400
3064,2009-05-01,126,54495
3065,2009-05-01,75,37485
3066,2009-05-01,55,28297.5
3069,2009-05-01,25,2499.99
3070,2009-05-01,50,23625
3075,2009-05-01,17,9996
3079,2009-05-01,25,2500
3080,2009-05-01,435,146475
3085,2009-06-01,15,5220
3086,2009-05-01,19,7980
3089,2009-06-01,30,15876
3094,2009-06-01,54,26488.8
3095,2009-06-01,12,5460
3099,2009-06-01,10,3900
3100,2009-05-01,58,21714
3101,2009-06-01,4,1080
3102,2009-06-01,25,9450
3110,2009-06-01,100,45180.04
3119,2009-06-01,7,2940
3125,2009-06-01,30,14580
3129,2009-06-01,41,22903
3130,2009-06-01,65,28215
3132,2009-06-01,134,54e3
3134,2009-06-01,16,6720
3136,2009-06-01,10,2940
3138,2009-06-01,78,38984.4
3143,2009-06-01,32,6361.28
3144,2009-06-01,6,1620
3148,2009-06-01,250,106045.35
3153,2009-06-01,50,18375
3154,2009-06-01,201,68812.8
3155,2009-06-01,655,254895
3158,2009-07-01,4,1080
3163,2009-07-01,15,6300
3164,2009-07-01,15,6300
3173,2009-07-01,34,14196
3178,2009-07-01,6,2520
3188,2009-07-01,10,4200
3193,2009-07-01,26,12040.01
3203,2009-07-01,25,2500
3209,2009-07-01,36,13608
3211,2009-07-01,15,4300.01
3213,2009-07-01,25,2499.99
3218,2009-07-01,99,46778
3223,2009-07-01,15,6300
3228,2009-07-01,10,3159
3229,2009-07-01,155,37788.76
3230,2009-07-01,90,22275
3233,2009-07-01,13,5460
3234,2009-07-01,802,320971
3238,2009-07-01,26,9828
3239,2009-07-01,15,8100
3243,2009-07-01,75,21315
3248,2009-07-01,10,2200.01
3249,2009-08-01,39,14742
3253,2009-07-01,15,4300.01
3254,2009-07-01,31,14731.2
3255,2009-07-01,16,4720.01
3258,2009-08-01,40,15120
3263,2009-07-01,15,4300.01
3268,2009-08-01,20,6690
3269,2009-07-01,25,11812.5
3270,2009-07-01,200,94080
3273,2009-08-01,25,2499.99
3274,2009-08-01,5,2100
3278,2009-08-01,25,2499.99
3289,2009-08-01,16,6720
3298,2009-09-01,40,15120
3299,2009-09-01,25,2500
3303,2009-08-01,10,5880
3323,2009-09-01,76,36867.600000000006
3338,2009-08-01,13,5460
3339,2009-08-01,7,2940
3340,2009-09-01,25,12862.5
3343,2009-08-01,120,40320
3348,2009-09-01,3,1260
3353,2009-09-01,42,13985
3358,2009-09-01,40,14700
3359,2009-08-01,25,11500.51
3360,2009-09-01,25,9187.5
3361,2009-08-01,120,46314
3363,2009-09-01,18,11584
3364,2009-09-01,25,14580
3365,2009-09-01,25,9450
3378,2009-09-01,6,1770
3380,2009-09-01,6,2520
3384,2009-08-01,30,10470
3385,2009-10-01,25,13230
3388,2009-09-01,10,2700
3398,2009-10-01,20,6900
3399,2009-09-01,20,8400
3403,2009-10-01,25,2499.99
3408,2009-09-01,12,4800
3409,2009-10-01,12,3540
3410,2009-09-01,18,7640
3412,2009-10-01,3,1260
3413,2009-10-01,25,2499.99
3429,2009-10-01,10,1800.12
3433,2009-10-01,110,53920
3438,2009-10-01,11,6468
3445,2009-10-01,5,2100
3449,2009-10-01,200,0
3453,2009-10-01,5,1350
3454,2009-10-01,13,5292
3463,2009-10-01,65,33442.5
3468,2009-08-01,35,16537.5
3473,2009-10-01,34,17679
3478,2009-10-01,25,13338
3483,2009-10-01,75,26985
3488,2009-10-01,41,13343.14
3489,2009-10-01,100,44664
3490,2009-10-01,31,13147.5
3498,2009-11-01,25,2500
3504,2009-10-01,735,297648
3508,2009-11-01,180,87318
3513,2009-11-01,35,18154.5
3518,2009-11-01,16,6720
3528,2009-11-01,35,18522
3543,2009-11-01,39,20638.8
3548,2009-11-01,15,7320
3549,2009-10-01,400,185837.4
3553,2009-09-01,200,67725
3554,2009-11-01,30,9577.5
3558,2009-12-01,35,13230
3563,2009-12-01,8,2460
3564,2009-12-01,9,3780
3568,2009-12-01,10,3900
3583,2009-10-01,19,10789.8
3588,2009-12-01,36,19183.5
3598,2009-12-01,20,8400
3603,2009-12-01,25,7950
3605,2009-12-01,71,31185
3609,2009-12-01,45,10650
3613,2009-12-01,35,16405.2
3618,2009-12-01,9,4260
3628,2009-12-01,19,7980
3633,2009-12-01,27,12060
3638,2009-12-01,61,22785
3643,2009-12-01,4,1230
3648,2009-12-01,50,22950
3653,2009-12-01,118,48880.44
3659,2010-01-01,26,9360
3663,2010-01-01,50,28680
3669,2009-12-01,25,9450
3673,2010-01-01,15,8100
3678,2010-01-01,30,8627.119999999999
3683,2010-01-01,50,23490.03
3688,2010-01-01,7,2940
3689,2010-01-01,139,51628.5
3703,2010-01-01,29,12973.5
3708,2010-01-01,25,2500
3718,2010-01-01,25,2499.99
3728,2010-01-01,20,10260
3738,2010-01-01,10,4200
3753,2010-01-01,40,0
3758,2010-01-01,25,2499.99
3763,2010-01-01,54,28429.8
3768,2010-01-01,50,27033.300000000003
3778,2010-01-01,5,2190
3788,2010-01-01,45,15514
3789,2010-01-01,30,11340
3790,2010-01-01,40,21168
3791,2010-01-01,25,2500
3793,2010-02-01,25,2500
3798,2010-01-01,80,32856
3800,2010-01-01,31,15066
3808,2010-02-01,5,2100
3813,2010-01-01,3,1620
3818,2010-02-01,80,39984
3819,2010-01-01,39,13965
3823,2010-01-01,105,38115
3833,2010-01-01,30,11340
3838,2010-01-01,85,42483
3853,2010-02-01,40,17940
3858,2010-02-01,300,141120
3863,2010-02-01,10,4200
3868,2010-02-01,25,2500
3873,2010-02-01,9,3706.5
3874,2010-02-01,13,5460
3878,2010-02-01,15,8100
3883,2010-03-01,8,2160
3888,2010-03-01,30,12700.01
3889,2010-01-01,25,13230
3898,2010-03-01,10,3e3
3899,2010-03-01,20,7980
3923,2010-03-01,25,2499.99
3928,2010-03-01,30,9840
3958,2010-03-01,15,4800
3963,2010-03-01,7,4116
3968,2010-03-01,40,17904
3973,2010-03-01,51,26989.2
3978,2010-03-01,5,2100
4003,2010-04-01,240,109368
4009,2010-03-01,16,7140
4013,2010-03-01,90,44982
4023,2010-04-01,33,17463.6
4028,2010-04-01,15,4800
4033,2010-03-01,12,5556
4038,2010-03-01,845,189227
4039,2010-03-01,10,5880
4043,2010-04-01,32,12163
4048,2010-04-01,15,4972.5
4053,2010-03-01,50,25725
4058,2010-04-01,10,4200
4060,2010-04-01,4,1610
4075,2010-04-01,15,4800
4076,2010-02-01,6,1620
4078,2010-04-01,15,7320
4103,2010-04-01,38,12989
4108,2010-04-01,8,3360
4113,2010-04-01,30,14994
4114,2010-04-01,25,2500
4118,2010-04-01,1335,499954
4119,2010-04-01,250,117600
4123,2010-04-01,9,3780
4124,2010-04-01,25,12495
4128,2010-04-01,57,29782.2
4133,2010-04-01,33,17463.6
4139,2010-04-01,134,59293
4140,2010-04-01,15,5460
4142,2010-04-01,125,57300
4143,2010-04-01,100,32550
4148,2010-04-01,300,45676
4158,2010-04-01,15,6300
4163,2010-04-01,200,88200
4168,2010-05-01,45,17010
4173,2010-05-01,5,1350
4178,2010-05-01,4,1080
4183,2010-05-01,5,2100
4188,2010-05-01,100,45082.5
4189,2010-05-01,18,7560
4193,2010-05-01,25,2500
4203,2010-04-01,15,4711.75
4233,2010-05-01,17,5461.5
4238,2010-04-01,25,2500
4248,2010-05-01,116,57977
4253,2010-05-01,82,39660.6
4263,2010-05-01,37,15532
4265,2010-05-01,600,264600
4268,2010-05-01,12,4586.4
4273,2010-05-01,62,33722
4283,2010-05-01,20,8190
4288,2010-06-01,36,2500
4293,2010-06-01,25,14700
4298,2010-05-01,8,3780
4308,2010-06-01,19,6480
4313,2010-06-01,25,2499.99
4320,2009-12-01,168,70560
4328,2010-06-01,6,2778
4333,2010-06-01,95,33150.08
4334,2010-06-01,12,5040
4338,2010-06-01,25,12964.8
4343,2010-05-01,25,7687.5
4348,2010-06-01,25,2500
4353,2010-06-01,40,19440
4358,2010-06-01,142,66870.3
4368,2010-06-01,160,75264
4383,2010-06-01,7,2940
4388,2010-06-01,125,55713
4393,2010-07-01,11,6468
4398,2010-07-01,25,13446
4403,2010-06-01,91,30765
4413,2010-07-01,50,6375
4418,2010-07-01,25,2499.99
4423,2010-07-01,25,14700
4433,2010-07-01,130,59535
4458,2010-07-01,15,7897.5
4463,2010-07-01,15,8820
4468,2010-07-01,6,2628
4473,2010-07-01,40,21168
4478,2010-07-01,25,2500
4483,2010-07-01,12,5040
4493,2010-07-01,19,6480
4498,2010-07-01,6,2520
4503,2010-07-01,85,46777
4504,2010-07-01,35,13986
4508,2012-11-01,25,2500
4513,2010-07-01,44,22638
4518,2010-07-01,25,11730
4523,2010-07-01,200,67200
4538,2010-07-01,106,48545.28
4543,2010-07-01,25,13230
4544,2010-08-01,25,14185.5
4553,2010-07-01,35,6974.96
4558,2010-07-01,100,33600
4564,2010-08-01,60,25725
4568,2010-08-01,60,22365
4573,2010-08-01,50,18847.5
4578,2010-08-01,10,4200
4583,2010-08-01,40,19440
4603,2010-08-01,5,1350
4608,2010-08-01,85,30345
4613,2010-08-01,149,50148
4618,2010-08-01,33,18918.9
4619,2010-08-01,35,6675
4623,2010-08-01,25,2500
4629,2011-10-01,10,2700
4643,2010-08-01,15,5890.5
4648,2010-08-01,340,178752
4650,2010-08-01,3,1260
4658,2010-08-01,100,44100
4663,2010-08-01,13,5460
4664,2010-08-01,7,4116
4665,2010-09-01,50,18375
4668,2010-09-01,150,74970
4673,2010-09-01,10,2700
4683,2010-09-01,83,27888
4693,2010-09-01,2,840
4698,2010-09-01,26,12636
4708,2010-09-01,15,4500
4718,2010-09-01,10,2100
4728,2010-10-01,29,10962
4738,2010-09-01,40,14100
4758,2010-09-01,1,420
4763,2010-10-01,200,91140
4768,2010-09-01,32,10674.75
4783,2010-10-01,5,2100
4788,2010-07-01,105,52332
4793,2010-09-01,35,18522
4794,2010-10-01,8,2460
4798,2010-09-01,25,7950
4808,2010-10-01,53,19813.5
4813,2010-10-01,30,11340
4818,2010-10-01,7,4116
4823,2010-10-01,8,4704
4828,2010-10-01,5,2100
4833,2010-10-01,101,36057
4838,2010-09-01,12,5556
4843,2010-09-01,65,19110
4863,2010-10-01,25,2500
4868,2010-10-01,10,3900
4878,2010-10-01,4,1680
4885,2010-10-01,78,28560
4898,2010-10-01,318,149587.2
4903,2010-10-01,20,10260
4910,2010-10-01,50,20212.5
4913,2010-10-01,16,8820
4918,2010-10-01,70,20580
4933,2010-10-01,25,2500
4938,2010-10-01,1500,341040
4943,2010-10-01,15,6300
4948,2010-10-01,1e3,382200
4957,2010-10-01,30,11025
4968,2010-11-01,50,25725
4973,2012-02-01,13,7644
4978,2010-11-01,37,16464
5008,2010-11-01,190,62605.5
5014,2010-10-01,34,14364
5023,2010-11-01,25,2500
5028,2010-11-01,25,12150
5033,2010-11-01,10,2700
5034,2010-11-01,10,5380
5035,2010-11-01,15,4800
5044,2010-11-01,12,2520
5045,2010-11-01,43,25272
5053,2010-11-01,6,2520
5059,2010-11-01,9,5292
5068,2010-12-01,8,2160
5073,2010-10-01,350,154350
5075,2010-12-01,25,9450
5076,2010-12-01,19,7980
5089,2010-10-01,35,13304
5093,2010-12-01,15,8232
5098,2010-12-01,10,4200
5103,2010-12-01,6,2268
5113,2010-12-01,15,8820
5119,2010-12-01,100,52920
5139,2010-12-01,16,6720
5140,2010-12-01,10,5880
5153,2011-01-01,25,2500
5163,2011-01-01,1,588
5164,2011-01-01,84,43071
5165,2010-12-01,25,9450
5166,2011-01-01,178,86348
5168,2011-01-01,12,8056
5173,2011-01-01,20,9240
5181,2010-12-01,2,420
5188,2011-01-01,10,5880
5193,2011-01-01,50,25725
5198,2011-01-01,30,15876
5199,2011-01-01,27,13494.6
5202,2015-12-01,1355,102438
5203,2011-01-01,10,2700
5208,2011-01-01,120,57550.5
5213,2011-01-01,240,107089.5
5218,2011-01-01,40,13620
5228,2010-12-01,100,41234
5239,2013-05-01,2,1176
5240,2013-07-01,381,173621.7
5243,2011-01-01,10,4380
5244,2011-01-01,13,5187
5245,2011-01-01,50,26166
5248,2011-01-01,68,24990
5253,2011-01-01,120,58212
5259,2011-01-01,110,50127
5263,2011-01-01,30,0
5273,2011-01-01,25,13230
5278,2011-01-01,80,40358
5283,2011-01-01,25,12862.5
5288,2011-01-01,651,287091
5293,2011-01-01,18,6060
5299,2011-01-01,70,36015
5300,2011-01-01,25,9450
5303,2011-01-01,12,7056
5308,2011-01-01,25,2500
5314,2011-01-01,305,64550.02
5318,2011-01-01,34,14817.6
5323,2011-02-01,19,10367.7
5338,2011-02-01,10,2880
5341,2011-01-01,370,162082.2
5343,2011-01-01,23,12172
5358,2011-01-01,50,18900
5368,2011-02-01,19,7980
5373,2011-02-01,300,133292.25
5385,2011-02-01,23,9660
5386,2011-02-01,250,121314
5393,2011-01-01,15,6142.5
5398,2011-02-01,10,4200
5404,2011-02-01,16,4548
5405,2011-02-01,110,36720
5418,2011-02-01,60,28512
5423,2011-02-01,25,2500
5428,2011-02-01,10,4200
5429,2011-02-01,10,4200
5433,2011-02-01,300,144355
5438,2011-02-01,26,10920
5444,2011-02-01,50,24225
5448,2011-02-01,25,13230
5453,2011-02-01,12,3540
5454,2011-02-01,25,9450
5458,2014-10-01,35,20580
5463,2011-03-01,6,2520
5469,2011-03-01,25,8832
5480,2011-02-01,13,5334
5483,2011-03-01,180,90478.5
5488,2011-03-01,17,9180
5491,2011-03-01,25,7950
5493,2011-03-01,47,24872.4
5498,2011-03-01,105,50494.5
5503,2011-03-01,18,7560
5504,2011-03-01,78,39925.2
5505,2011-03-01,20,11760
5513,2011-03-01,120,26803
5523,2011-03-01,11,4620
5529,2011-03-01,33,17463.6
5548,2011-03-01,25,0
5558,2011-03-01,25,8706
5568,2011-03-01,25,11362.5
5569,2011-03-01,250,84e3
5570,2011-03-01,25,10800
5573,2011-03-01,25,13230
5578,2011-03-01,25,2500
5583,2011-03-01,2,840
5585,2011-03-01,25,13230
5586,2011-03-01,4,1680
5588,2011-04-01,215,81541
5594,2011-04-01,18,7560
5598,2011-03-01,25,13230
5608,2011-04-01,100,48510
5619,2011-04-01,25,2500
5638,2011-04-01,80,30237.9
5643,2011-04-01,8,2160
5658,2011-04-01,30,9840
5679,2011-04-01,33,2500
5685,2011-04-01,36,11352
5693,2011-04-01,45,17388
5694,2011-04-01,20,6900
5698,2011-04-01,42,15120
5699,2011-04-01,12,6332
5701,2011-04-01,44,17514
5703,2011-04-01,10,5880
5708,2011-04-01,15,8820
5718,2011-04-01,88,41395.2
5719,2011-04-01,90,39984
5720,2011-04-01,55,31532
5723,2011-04-01,15,8820
5724,2011-04-01,75,31912.5
5728,2011-04-01,25,2500
5733,2011-05-01,25,2500
5748,2011-05-01,20,11760
5778,2011-05-01,25,2500
5779,2011-05-01,20,9240
5780,2011-05-01,155,56185.5
5781,2011-04-01,13,5460
5788,2011-05-01,60,28350
5793,2011-05-01,30,13230
5833,2011-05-01,25,10312.5
5835,2011-05-01,15,4800
5838,2011-12-01,85,42483
5843,2011-05-01,25,13230
5853,2011-05-01,400,126e3
5858,2011-05-01,25,2500
5863,2011-05-01,25,2500
5873,2011-05-01,20,8400
5883,2011-05-01,13,4704
5884,2011-05-01,25,3e3
5893,2011-05-01,360,90099
5898,2011-05-01,40,20196
5908,2011-05-01,1,420
5913,2011-05-01,50,22755
5918,2011-06-01,25,2500
5923,2011-06-01,35,13314
5929,2011-05-01,129,64474
5930,2011-06-01,50,25725
5935,2011-06-01,14,5645
5936,2011-06-01,6,3528
5940,2011-06-01,35,18522
5945,2011-06-01,13,7720
5950,2011-06-01,120,41580
5952,2011-06-01,150,51975
5953,2011-06-01,25,5662.5
5954,2011-06-01,616,256283
5975,2011-06-01,40,7e3
6030,2011-06-01,11,4620
6035,2011-06-01,6,2628
6046,2011-06-01,20,11760
6051,2011-06-01,25,9450
6055,2011-06-01,9,1080
6060,2011-06-01,38,13965
6065,2011-06-01,60,24097.5
6070,2011-06-01,100,49980
6075,2011-07-01,11,5940
6080,2011-07-01,38,13998
6120,2011-07-01,96,38304
6135,2011-07-01,25,2500
6150,2011-07-01,35,18522
6160,2011-07-01,25,2500
6165,2011-07-01,10,2700
6175,2011-07-01,50,16350
6180,2011-07-01,280,135007
6191,2011-07-01,19,11172
6195,2011-07-01,25,2500
6205,2011-07-01,13,5460
6230,2011-07-01,45,16140
6240,2011-07-01,25,9450
6251,2012-05-01,40,22344
6265,2011-07-01,10,4200
6266,2011-07-01,25,10800
6270,2011-07-01,25,2500
6275,2011-07-01,30,11340
6285,2011-07-01,50,18637.5
6290,2011-07-01,30,16846.2
6295,2011-07-01,15,4800
6300,2011-07-01,80,41160
6301,2011-07-01,53,22176
6310,2011-08-01,50,24990
6315,2011-07-01,50,18375
6320,2011-06-01,50,17850
6325,2011-08-01,38,12864
6335,2011-07-01,28,14817.6
6350,2011-07-01,71,34442.1
6351,2011-08-01,40,13860
6355,2011-08-01,12,7468
6360,2011-08-01,10,4620
6365,2011-08-01,74,37247
6375,2011-08-01,13,5460
6380,2011-08-01,8,3360
6385,2011-08-01,25,2500
6390,2011-08-01,10,4200
6392,2011-08-01,17,5640
6395,2011-07-01,18,10584
6400,2011-08-01,11,6468
6405,2011-08-01,21,8820
6410,2011-08-01,295,138768
6411,2011-08-01,54,28503.3
6415,2011-08-01,20,8400
6430,2011-08-01,25,2500
6435,2011-07-01,4,1680
6440,2011-07-01,100,49980
6455,2011-07-01,25,12862.5
6456,2011-08-01,20,8400
6457,2011-08-01,295,133564.2
6482,2011-09-01,48,25920
6487,2012-02-01,20,9084
6490,2011-08-01,50,17485
6495,2011-08-01,200,76440
6500,2011-08-01,93,46481
6515,2011-08-01,40,13620
6516,2011-09-01,195,107133.6
6531,2011-09-01,25,10164
6536,2011-09-01,25,2500
6545,2011-09-01,130,59829
6550,2011-09-01,6,2520
6555,2011-09-01,25,2500
6560,2011-08-01,67,24990
6575,2011-09-01,40,16020
6580,2011-08-01,130,63063
6590,2011-09-01,254,113925
6596,2011-09-01,10,2700
6609,2011-09-01,250,117600
6611,2011-09-01,5,2940
6615,2011-09-01,25,2500
6616,2011-09-01,16,6720
6621,2011-09-01,135,65488.5
6630,2011-09-01,185,61047
6651,2011-09-01,53,19981.5
6655,2011-09-01,30,9840
6656,2011-09-01,35,13230
6660,2011-09-01,60,22438.5
6661,2011-09-01,6,2520
6662,2011-09-01,17,7140
6663,2011-09-01,25,9187.5
6664,2011-09-01,60,21127.5
6665,2011-09-01,13,5460
6671,2011-09-01,25,2500
6676,2011-10-01,199,99460.2
6705,2011-09-01,20,11760
6715,2011-09-01,25,13230
6720,2011-09-01,75,28560
6731,2011-10-01,4,1680
6740,2011-10-01,35,17610
6755,2011-10-01,128,62092.8
6760,2011-10-01,200,58800
6775,2011-10-01,1,270
6780,2011-10-01,17,8496
6785,2011-10-01,265,141666
6790,2011-10-01,12,5040
6795,2011-10-01,1,259.5
6815,2011-10-01,29,10962
6832,2014-03-01,24,14112
6835,2011-10-01,42,22226.4
6840,2011-10-01,60,22312.5
6850,2011-09-01,10,4200
6855,2011-10-01,170,62476
6856,2011-10-01,60,30164.4
6862,2011-10-01,48,23328
6864,2011-10-01,8,4704
6866,2011-10-01,25,2500
6872,2011-10-01,560,197568
6895,2011-10-01,20,8400
6900,2011-10-01,60,26730
6905,2011-10-01,135,46778
6921,2011-11-01,9,3780
6931,2011-10-01,200,67725
6955,2011-10-01,12,8056
6960,2011-11-01,100,48510
6970,2011-11-01,150,50400
6982,2011-11-01,110,40424
7000,2011-11-01,156,59298
7010,2011-11-01,90,36720
7015,2011-11-01,20,10408
7020,2011-11-01,100,35700
7021,2011-11-01,55,28297.5
7031,2011-11-01,40,9300
7036,2011-11-01,25,2500
7037,2011-11-01,40,15120
7040,2011-11-01,25,5250
7050,2011-11-01,3,1260
7055,2011-11-01,14,5880
7071,2011-12-01,60,22470
7076,2011-10-01,140,70427.7
7085,2011-11-01,110,64092
7100,2011-11-01,10,4200
7105,2011-11-01,50,19435.5
7115,2011-11-01,100,50421
7116,2011-12-01,90,37800
7131,2011-12-01,15,8820
7140,2011-12-01,30,17496
7145,2011-12-01,1,438
7150,2011-11-01,10,4380
7166,2011-12-01,5,2940
7175,2011-11-01,15,7056
7180,2011-12-01,1500,573300
7185,2011-12-01,10,4200
7190,2011-12-01,15,8820
7193,2011-12-01,25,14582.4
7210,2011-12-01,9,3685.5
7220,2011-12-01,25,9450
7230,2011-12-01,200,91140
7252,2011-12-01,46,13524
7261,2014-01-01,450,205092
7275,2012-01-01,650,205800
7285,2012-01-01,16,6720
7295,2012-01-01,50,18375
7325,2012-01-01,20,11760
7330,2012-01-01,50,23490
7335,2012-01-01,40,14280
7347,2012-01-01,472,192021
7355,2012-01-01,52,17064
7365,2012-01-01,104,60317
7376,2013-03-01,178,92139.6
7383,2012-01-01,165,78982.5
7391,2012-01-01,80,9700
7405,2012-01-01,15,6300
7423,2012-02-01,4,1680
7425,2012-02-01,7,4057.2
7430,2012-01-01,80,39984
7435,2012-02-01,100,34650
7446,2012-02-01,25,9450
7450,2012-02-01,30,11340
7462,2012-02-01,5,2100
7465,2012-02-01,15,5586
7490,2012-02-01,3,1260
7493,2012-02-01,19,9496.2
7507,2012-02-01,37,13986
7508,2012-02-01,105,51744
7512,2012-02-01,110,32628.760000000002
7517,2012-02-01,30,15876
7525,2012-02-01,2,840
7545,2012-03-01,20,8400
7546,2012-02-01,25,2500
7547,2012-03-01,6,2520
7560,2012-02-01,20,6900
7565,2012-03-01,46,24343.2
7566,2012-03-01,45,23814
7575,2012-03-01,7,4116
7576,2012-03-01,25,12612
7577,2012-03-01,25,10080
7578,2012-03-01,25,12862.5
7579,2012-03-01,37,18492.6
7580,2012-03-01,13,5460
7590,2012-03-01,40,11760
7596,2012-03-01,5,1350
7607,2012-03-01,25,2500
7615,2012-03-01,15,5e3
7621,2012-03-01,1,420
